,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8,Subject9,Subject10,Subject11,Subject12,Subject13,Subject14,Subject15,Subject16,Subject17,Subject18,Subject19,Subject20,Subject21,Subject22,Subject23,Subject24,Subject25,Subject26,Subject27,Subject28,Subject29,Subject30,Subject31,Subject32,Subject33,Subject34,Subject35,Subject36,Subject37,Subject38,Subject39,Subject40,Subject41,Subject42,Subject43,Subject44,Subject45,Subject46,Subject47,Subject48,Subject49,Subject50,Subject51,Subject52,Subject53,Subject54,Subject55,Subject56,Subject57,Subject58,Subject59,Subject60,Subject61,Subject62,Subject63,Subject64,Subject65,Subject66,Subject67,Subject68,Subject69,Subject70,Subject71,Subject72,Subject73,Subject74,Subject75,Subject76,Subject77,Subject78,Subject79,Subject80,Subject81,Subject82,Subject83,Subject84,Subject85
leaves_crf_12_24fps,3.0,21.0,10.0,15.0,3.0,5.0,22.0,7.0,18.0,15.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,28.0,17.0,21.0,7.0,10.0,16.0,10.0,20.0,15.0,14.0,-1.0,4.0,11.0,14.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,0.0,15.0,19.0,14.0,9.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,15.0,30.0,9.0,10.0,15.0,9.0,-1.0,-1.0
leaves_crf_16_30fps,28.0,-1.0,-1.0,21.0,27.0,-1.0,19.0,16.0,21.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,25.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,14.0,9.0,12.0,14.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,10.0,-1.0,36.0,16.0,16.0,20.0,26.0,7.0,-1.0,18.0,13.0,17.0,-1.0,-1.0,-1.0,13.0,26.0,8.0,4.0,13.0,22.0,16.0,16.0,19.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,26.0,19.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,22.0,-1.0,-1.0,27.0
leaves_crf_20_24fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,9.0,0.0,8.0,11.0,7.0,26.0,3.0,17.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,13.0,19.0,14.0,6.0,5.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.0,9.0,10.0,10.0,19.0,8.0,3.0,4.0,13.0,-1.0,16.0,3.0,4.0,12.0,8.0,15.0,8.0,25.0,18.0,21.0,15.0,22.0,21.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,16.0
leaves_crf_24_30fps,28.0,31.0,9.0,28.0,31.0,17.0,23.0,19.0,20.0,24.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,33.0,20.0,19.0,6.0,16.0,9.0,14.0,18.0,19.0,30.0,-1.0,5.0,12.0,10.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,26.0,14.0,24.0,11.0,15.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,14.0,37.0,14.0,26.0,14.0,13.0,-1.0,-1.0
leaves_crf_24_60fps,19.0,32.0,17.0,13.0,24.0,22.0,22.0,18.0,24.0,22.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,14.0,30.0,26.0,9.0,17.0,17.0,19.0,14.0,23.0,20.0,-1.0,24.0,15.0,29.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,29.0,20.0,29.0,18.0,13.0,18.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,23.0,30.0,29.0,23.0,13.0,16.0,-1.0,-1.0
leaves_crf_28_82fps,27.0,28.0,16.0,27.0,34.0,21.0,22.0,19.0,25.0,23.0,15.0,21.0,27.0,16.0,19.0,19.0,10.0,17.0,15.0,21.0,29.0,29.0,30.0,21.0,24.0,23.0,17.0,20.0,19.0,20.0,23.0,15.0,21.0,37.0,22.0,30.0,31.0,18.0,20.0,12.0,20.0,23.0,25.0,29.0,33.0,9.0,29.0,15.0,28.0,24.0,24.0,11.0,24.0,19.0,25.0,17.0,29.0,15.0,39.0,13.0,20.0,22.0,21.0,37.0,20.0,22.0,22.0,24.0,22.0,25.0,15.0,21.0,20.0,29.0,16.0,35.0,26.0,26.0,30.0,23.0,34.0,10.0,23.0,23.0,28.0
leaves_crf_28_98fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,30.0,15.0,20.0,18.0,25.0,20.0,20.0,19.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,16.0,20.0,8.0,19.0,7.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,19.0,23.0,18.0,31.0,32.0,10.0,37.0,25.0,24.0,-1.0,21.0,22.0,19.0,14.0,39.0,18.0,16.0,24.0,15.0,23.0,23.0,32.0,31.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,32.0
leaves_crf_32_24fps,-1.0,3.0,11.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,15.0,-1.0,10.0,14.0,0.0,5.0,10.0,6.0,8.0,13.0,-1.0,27.0,-1.0,8.0,-1.0,20.0,14.0,6.0,4.0,-1.0,-1.0,-1.0,-1.0,8.0,20.0,-1.0,15.0,18.0,28.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,-1.0,-1.0,-1.0,11.0,15.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6.0,15.0,13.0,27.0,10.0,29.0,6.0,-1.0,-1.0,-1.0,-1.0,20.0,35.0,12.0,30.0,12.0,-1.0,-1.0,15.0,18.0,-1.0
leaves_crf_32_30fps,-1.0,10.0,9.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,17.0,-1.0,7.0,24.0,5.0,8.0,13.0,7.0,4.0,15.0,-1.0,18.0,-1.0,24.0,-1.0,21.0,13.0,7.0,8.0,-1.0,-1.0,-1.0,-1.0,9.0,25.0,-1.0,25.0,23.0,28.0,-1.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,15.0,19.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,20.0,16.0,26.0,12.0,11.0,32.0,16.0,-1.0,-1.0,-1.0,-1.0,20.0,26.0,13.0,25.0,21.0,-1.0,-1.0,15.0,14.0,-1.0
leaves_crf_32_60fps,29.0,21.0,14.0,29.0,15.0,20.0,23.0,26.0,27.0,22.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,26.0,27.0,21.0,9.0,18.0,25.0,14.0,29.0,29.0,27.0,-1.0,34.0,20.0,36.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,14.0,14.0,31.0,18.0,11.0,25.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,24.0,30.0,22.0,24.0,12.0,10.0,-1.0,-1.0
leaves_crf_32_120fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,16.0,20.0,20.0,19.0,13.0,19.0,19.0,15.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,27.0,25.0,11.0,22.0,22.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,17.0,29.0,18.0,30.0,30.0,15.0,34.0,11.0,23.0,-1.0,25.0,31.0,17.0,13.0,23.0,23.0,27.0,33.0,15.0,23.0,22.0,34.0,16.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,33.0
leaves_crf_36_82fps,39.0,-1.0,-1.0,22.0,15.0,-1.0,26.0,29.0,28.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,-1.0,19.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,19.0,15.0,24.0,31.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,16.0,-1.0,23.0,12.0,24.0,38.0,39.0,29.0,-1.0,13.0,16.0,30.0,-1.0,-1.0,-1.0,22.0,20.0,19.0,32.0,14.0,13.0,8.0,21.0,26.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,28.0,25.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,19.0,-1.0,-1.0,34.0
leaves_crf_40_60fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,31.0,10.0,19.0,10.0,23.0,13.0,11.0,20.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,-1.0,-1.0,-1.0,-1.0,19.0,20.0,13.0,19.0,27.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,14.0,15.0,25.0,25.0,15.0,18.0,30.0,22.0,20.0,-1.0,19.0,16.0,22.0,14.0,33.0,14.0,15.0,23.0,17.0,28.0,22.0,30.0,17.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,31.0
leaves_crf_40_98fps,-1.0,13.0,13.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,23.0,-1.0,37.0,24.0,14.0,19.0,19.0,24.0,19.0,12.0,-1.0,27.0,-1.0,29.0,-1.0,21.0,13.0,14.0,36.0,-1.0,-1.0,-1.0,-1.0,27.0,30.0,-1.0,29.0,19.0,27.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,-1.0,-1.0,-1.0,17.0,20.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,21.0,25.0,20.0,19.0,15.0,30.0,12.0,-1.0,-1.0,-1.0,-1.0,26.0,38.0,21.0,26.0,30.0,-1.0,-1.0,14.0,20.0,-1.0
leaves_crf_44_120fps,-1.0,23.0,10.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,23.0,-1.0,30.0,16.0,14.0,20.0,20.0,15.0,28.0,9.0,-1.0,19.0,-1.0,39.0,-1.0,20.0,13.0,17.0,18.0,-1.0,-1.0,-1.0,-1.0,18.0,38.0,-1.0,28.0,20.0,25.0,-1.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,20.0,19.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,26.0,14.0,31.0,24.0,18.0,31.0,13.0,-1.0,-1.0,-1.0,-1.0,24.0,33.0,31.0,34.0,27.0,-1.0,-1.0,19.0,30.0,-1.0
leaves_crf_48_82fps,29.0,-1.0,-1.0,19.0,30.0,-1.0,18.0,20.0,20.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,-1.0,24.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,24.0,10.0,24.0,9.0,-1.0,-1.0,26.0,-1.0,-1.0,-1.0,20.0,-1.0,21.0,3.0,14.0,30.0,26.0,8.0,-1.0,17.0,10.0,37.0,-1.0,-1.0,-1.0,16.0,19.0,26.0,15.0,13.0,32.0,8.0,16.0,13.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,30.0,19.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,11.0,-1.0,-1.0,26.0
leaves_crf_48_98fps,20.0,5.0,12.0,28.0,28.0,22.0,19.0,30.0,26.0,24.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,34.0,24.0,20.0,17.0,12.0,26.0,17.0,16.0,26.0,19.0,-1.0,28.0,19.0,30.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,29.0,20.0,16.0,16.0,11.0,37.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,15.0,22.0,22.0,29.0,16.0,15.0,-1.0,-1.0
leaves_crf_52_120fps,27.0,11.0,11.0,9.0,27.0,24.0,18.0,23.0,19.0,21.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,23.0,25.0,22.0,8.0,13.0,26.0,19.0,11.0,26.0,17.0,-1.0,24.0,22.0,23.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,36.0,13.0,9.0,19.0,10.0,34.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,19.0,27.0,21.0,19.0,8.0,21.0,-1.0,-1.0
leaves_crf_63_24fps,7.0,-1.0,-1.0,14.0,7.0,-1.0,17.0,7.0,11.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,4.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,2.0,12.0,13.0,2.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,9.0,2.0,20.0,19.0,0.0,3.0,-1.0,13.0,4.0,12.0,-1.0,-1.0,-1.0,4.0,9.0,10.0,3.0,4.0,0.0,7.0,6.0,11.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,2.0,5.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,3.0,-1.0,-1.0,13.0
leaves_crf_63_30fps,10.0,6.0,7.0,2.0,0.0,5.0,11.0,15.0,18.0,12.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,10.0,10.0,18.0,1.0,4.0,15.0,4.0,3.0,12.0,5.0,-1.0,4.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,0.0,1.0,9.0,6.0,1.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,6.0,11.0,15.0,7.0,7.0,5.0,-1.0,-1.0
leaves_crf_63_60fps,-1.0,34.0,6.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,2.0,-1.0,2.0,8.0,2.0,9.0,10.0,8.0,19.0,1.0,-1.0,10.0,-1.0,12.0,-1.0,20.0,3.0,14.0,13.0,-1.0,-1.0,-1.0,-1.0,7.0,3.0,-1.0,20.0,0.0,6.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,14.0,11.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,5.0,7.0,3.0,18.0,11.0,22.0,26.0,-1.0,-1.0,-1.0,-1.0,8.0,28.0,9.0,12.0,11.0,-1.0,-1.0,15.0,8.0,-1.0
leaves_crf_63_82fps,17.0,-1.0,-1.0,14.0,14.0,-1.0,15.0,15.0,19.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,25.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,18.0,15.0,24.0,6.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,10.0,-1.0,13.0,7.0,26.0,20.0,1.0,5.0,-1.0,15.0,1.0,34.0,-1.0,-1.0,-1.0,17.0,21.0,10.0,8.0,9.0,19.0,6.0,12.0,12.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,13.0,10.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,7.0,-1.0,-1.0,24.0
leaves_crf_63_98fps,14.0,-1.0,-1.0,19.0,13.0,-1.0,18.0,13.0,17.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,20.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,10.0,7.0,15.0,5.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,4.0,-1.0,15.0,7.0,12.0,20.0,5.0,1.0,-1.0,14.0,1.0,34.0,-1.0,-1.0,-1.0,15.0,9.0,12.0,8.0,6.0,23.0,3.0,12.0,13.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,12.0,16.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,13.0,-1.0,-1.0,27.0
leaves_crf_63_120fps,-1.0,1.0,7.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,15.0,-1.0,10.0,7.0,20.0,12.0,9.0,7.0,18.0,11.0,-1.0,12.0,-1.0,22.0,-1.0,18.0,10.0,13.0,14.0,-1.0,-1.0,-1.0,-1.0,26.0,10.0,-1.0,18.0,0.0,7.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,12.0,15.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,9.0,8.0,2.0,10.0,11.0,12.0,14.0,-1.0,-1.0,-1.0,-1.0,12.0,33.0,15.0,21.0,13.0,-1.0,-1.0,9.0,9.0,-1.0
library_crf_0_24fps,3.0,-1.0,-1.0,26.0,21.0,-1.0,28.0,23.0,33.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,-1.0,9.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,19.0,20.0,17.0,19.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,14.0,-1.0,9.0,22.0,27.0,29.0,0.0,39.0,-1.0,23.0,14.0,6.0,-1.0,-1.0,-1.0,23.0,16.0,19.0,5.0,16.0,2.0,14.0,14.0,24.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,25.0,13.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,18.0,-1.0,-1.0,27.0
library_crf_0_30fps,18.0,-1.0,-1.0,18.0,9.0,-1.0,24.0,17.0,35.0,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,-1.0,9.0,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,24.0,31.0,23.0,19.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,19.0,-1.0,11.0,29.0,30.0,24.0,24.0,34.0,-1.0,24.0,22.0,21.0,-1.0,-1.0,-1.0,23.0,30.0,12.0,9.0,11.0,10.0,7.0,12.0,22.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,33.0,20.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,20.0,-1.0,-1.0,31.0
library_crf_0_60fps,-1.0,4.0,33.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,32.0,-1.0,39.0,35.0,25.0,25.0,30.0,26.0,26.0,25.0,-1.0,24.0,-1.0,26.0,-1.0,14.0,30.0,16.0,25.0,-1.0,-1.0,-1.0,-1.0,31.0,35.0,-1.0,32.0,28.0,35.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,-1.0,-1.0,-1.0,22.0,19.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,17.0,31.0,32.0,31.0,30.0,29.0,34.0,-1.0,-1.0,-1.0,-1.0,14.0,28.0,24.0,29.0,39.0,-1.0,-1.0,17.0,37.0,-1.0
library_crf_0_82fps,39.0,-1.0,-1.0,24.0,39.0,-1.0,28.0,24.0,36.0,-1.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,-1.0,26.0,-1.0,37.0,-1.0,-1.0,-1.0,-1.0,32.0,22.0,31.0,33.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,35.0,-1.0,29.0,39.0,31.0,39.0,19.0,34.0,-1.0,27.0,29.0,24.0,-1.0,-1.0,-1.0,27.0,30.0,34.0,31.0,25.0,20.0,27.0,18.0,27.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,38.0,30.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,26.0,-1.0,-1.0,36.0
library_crf_0_98fps,32.0,28.0,27.0,31.0,32.0,28.0,28.0,39.0,34.0,33.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,33.0,38.0,27.0,19.0,29.0,27.0,27.0,31.0,35.0,35.0,-1.0,39.0,29.0,33.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,31.0,39.0,32.0,24.0,32.0,32.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,31.0,38.0,31.0,32.0,18.0,30.0,-1.0,-1.0
library_crf_0_120fps,-1.0,39.0,39.0,-1.0,-1.0,33.0,-1.0,-1.0,-1.0,39.0,-1.0,39.0,36.0,33.0,29.0,34.0,32.0,39.0,23.0,-1.0,16.0,-1.0,37.0,-1.0,28.0,33.0,33.0,37.0,-1.0,-1.0,-1.0,-1.0,39.0,39.0,-1.0,39.0,35.0,24.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,-1.0,-1.0,-1.0,35.0,21.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,31.0,32.0,39.0,35.0,26.0,38.0,37.0,-1.0,-1.0,-1.0,-1.0,30.0,29.0,34.0,38.0,35.0,-1.0,-1.0,38.0,39.0,-1.0
library_crf_20_24fps,8.0,-1.0,-1.0,24.0,29.0,-1.0,24.0,11.0,30.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,-1.0,13.0,-1.0,26.0,-1.0,-1.0,-1.0,-1.0,30.0,29.0,21.0,21.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,19.0,-1.0,10.0,27.0,26.0,19.0,16.0,31.0,-1.0,20.0,10.0,6.0,-1.0,-1.0,-1.0,13.0,31.0,18.0,6.0,16.0,0.0,22.0,5.0,15.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,36.0,20.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,16.0,-1.0,-1.0,26.0
library_crf_20_30fps,-1.0,3.0,19.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,28.0,-1.0,9.0,26.0,28.0,15.0,25.0,29.0,29.0,27.0,-1.0,9.0,-1.0,30.0,-1.0,30.0,14.0,13.0,28.0,-1.0,-1.0,-1.0,-1.0,26.0,24.0,-1.0,25.0,34.0,11.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,17.0,13.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,3.0,29.0,20.0,26.0,20.0,31.0,9.0,-1.0,-1.0,-1.0,-1.0,29.0,11.0,21.0,31.0,14.0,-1.0,-1.0,11.0,22.0,-1.0
library_crf_28_60fps,-1.0,23.0,30.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,28.0,-1.0,37.0,29.0,16.0,17.0,26.0,11.0,28.0,20.0,-1.0,22.0,-1.0,33.0,-1.0,29.0,32.0,28.0,27.0,-1.0,-1.0,-1.0,-1.0,34.0,29.0,-1.0,32.0,29.0,28.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,14.0,21.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,10.0,26.0,32.0,22.0,25.0,19.0,19.0,-1.0,-1.0,-1.0,-1.0,33.0,31.0,22.0,32.0,25.0,-1.0,-1.0,13.0,31.0,-1.0
library_crf_28_82fps,28.0,27.0,36.0,31.0,30.0,22.0,23.0,23.0,29.0,39.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,29.0,34.0,30.0,19.0,18.0,26.0,20.0,33.0,31.0,34.0,-1.0,34.0,31.0,36.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,30.0,39.0,34.0,30.0,22.0,31.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,23.0,32.0,31.0,34.0,24.0,24.0,-1.0,-1.0
